"title","abstract","authors","year","venue","article_url","pdf_url","source_used","paper_id","platform","topic","doi","url","llm_flag","ol_flag","decision_stage1","reason","source_file"
"KICGPT: Large Language Model with Knowledge in Context for Knowledge Graph Completion","Knowledge Graph Completion (KGC) is crucial for addressing knowledge graph incompleteness and supporting downstream applications. Many models have been proposed for KGC and they can be categorized into two main classes, including triple-based and test-based approaches. Triple-based methods struggle with long-tail entities due to limited structural information and imbalanced distributions of entities. Text-based methods alleviate this issue but require costly training for language models and specific finetuning for knowledge graphs, which limits their efficiency. To alleviate the limitations in the two approaches, in this paper, we propose KICGPT, a framework that integrates a large language model (LLM) and a triple-based KGC retriever, to alleviate the long-tail problem without incurring additional training overhead. In the proposed KICGPT model, we propose an in-context learning strategy called Knowledge Prompt, which encodes structural knowledge into demonstrations to guide LLM. Empirical results on benchmark datasets demonstrate the effectiveness of the proposed KICGPT model with lighter training overhead and no finetuning.","Yanbin Wei; Qiushi Huang; Yanwen Zhang; James T. Kwok","2023","booktitle = ""Findings of the Association for Computational Linguistics: EMNLP 2023","https://doi.org/10.18653/v1/2023.findings-emnlp.580","https://aclanthology.org/2023.findings-emnlp.580.pdf","openalex:doi","wei-etal-2023-kicgpt","ACL","OL","doi = ""10.18653/v1/2023.findings-emnlp.580","url = ""https://aclanthology.org/2023.findings-emnlp.580/","true","true","include","LLM+OL terms in t/abs","screening/acl/OL/20251021_acl_OL_llm_screen.csv"
"title = ""{TERL}: Transformer Enhanced Reinforcement Learning for Relation Extraction","","","2023","booktitle = ""Proceedings of the 22nd Chinese National Conference on Computational Linguistics","url = ""https://aclanthology.org/2023.ccl-1.58/","","none","yashen-etal-2023-terl","ACL","OL","","url = ""https://aclanthology.org/2023.ccl-1.58/","true","true","include","LLM+OL terms in t/abs","screening/acl/OL/20251021_acl_OL_llm_screen.csv"
"Fine-Grained Extraction and Classification of Skill Requirements in German-Speaking Job Ads","Monitoring the development of labor market skill requirements is an information need that is more and more approached by applying text mining methods to job advertisement data. We present an approach for fine-grained extraction and classification of skill requirements from German-speaking job advertisements. We adapt pre-trained transformer-based language models to the domain and task of computing meaningful representations of sentences or spans. By using context from job advertisements and the large ESCO domain ontology we improve our similarity-based unsupervised multi-label classification results. Our best model achieves a mean average precision of 0.969 on the skill class level.","Ann-Sophie Gnehm; Eva Bühlmann; Helen Buchs; Simon Clematide","2022","booktitle = ""Proceedings of the Fifth Workshop on Natural Language Processing and Computational Social Science (NLP+CSS)","https://doi.org/10.18653/v1/2022.nlpcss-1.2","https://aclanthology.org/2022.nlpcss-1.2.pdf","openalex:doi","gnehm-etal-2022-fine","ACL","OL","doi = ""10.18653/v1/2022.nlpcss-1.2","url = ""https://aclanthology.org/2022.nlpcss-1.2/","true","true","include","LLM+OL terms in t/abs","screening/acl/OL/20251021_acl_OL_llm_screen.csv"
"Transformer-based Entity Typing in Knowledge Graphs","We investigate the knowledge graph entity typing task which aims at inferring plausible entity types. In this paper, we propose a novel Transformer-based Entity Typing (TET) approach, effectively encoding the content of neighbours of an entity by means of a transformer mechanism. More precisely, TET is composed of three different mechanisms: a local transformer allowing to infer missing entity types by independently encoding the information provided by each of its neighbours; a global transformer aggregating the information of all neighbours of an entity into a single long sequence to reason about more complex entity types; and a context transformer integrating neighbours content in a differentiated way through information exchange between neighbour pairs, while preserving the graph structure. Furthermore, TET uses information about class membership of types to semantically strengthen the representation of an entity. Experiments on two real-world datasets demonstrate the superior performance of TET compared to the state-of-the-art.","Zhiwei Hu; Víctor Gutiérrez-Basulto; Zhiliang Xiang; Ru Li; Jeff Z. Pan","2022","booktitle = ""Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing","https://doi.org/10.18653/v1/2022.emnlp-main.402","https://aclanthology.org/2022.emnlp-main.402.pdf","openalex:doi","hu-etal-2022-transformer","ACL","OL","doi = ""10.18653/v1/2022.emnlp-main.402","url = ""https://aclanthology.org/2022.emnlp-main.402/","true","true","include","LLM+OL terms in t/abs","screening/acl/OL/20251021_acl_OL_llm_screen.csv"
"Graph Hawkes Transformer for Extrapolated Reasoning on Temporal Knowledge Graphs","Temporal Knowledge Graph (TKG) reasoning has attracted increasing attention due to its enormous potential value, and the critical issue is how to model the complex temporal structure information effectively. Recent studies use the method of encoding graph snapshots into hidden vector space and then performing heuristic deductions, which perform well on the task of entity prediction. However, these approaches cannot predict when an event will occur and have the following limitations: 1) there are many facts not related to the query that can confuse the model; 2) there exists information forgetting caused by long-term evolutionary processes. To this end, we propose a Graph Hawkes Transformer (GHT) for both TKG entity prediction and time prediction tasks in the future time. In GHT, there are two variants of Transformer, which capture the instantaneous structural information and temporal evolution information, respectively, and a new relational continuous-time encoding function to facilitate feature evolution with the Hawkes process. Extensive experiments on four public datasets demonstrate its superior performance, especially on long-term evolutionary tasks.","Haohai Sun; Shangyi Geng; Jialun Zhong; Hu Han; Kun He","2022","booktitle = ""Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing","https://doi.org/10.18653/v1/2022.emnlp-main.507","https://aclanthology.org/2022.emnlp-main.507.pdf","openalex:doi","sun-etal-2022-graph","ACL","OL","doi = ""10.18653/v1/2022.emnlp-main.507","url = ""https://aclanthology.org/2022.emnlp-main.507/","true","true","include","LLM+OL terms in t/abs","screening/acl/OL/20251021_acl_OL_llm_screen.csv"
"Fault Cause Identification across Manufacturing Lines through Ontology-Guided and Process-Aware FMEA Graph Learning with LLMs","Fault cause identification in automated manufacturing lines is challenging due to the system's complexity, frequent reconfigurations, and the limited reusability of existing Failure Mode and Effects Analysis (FMEA) knowledge. Although FMEA worksheets contain valuable expert insights, their reuse across heterogeneous lines is hindered by natural language variability, inconsistent terminology, and process differences. To address these limitations, this study proposes a process-aware framework that enhances FMEA reusability by combining manufacturing-domain conceptualization with graph neural network (GNN) reasoning. First, FMEA worksheets from multiple manufacturing lines are transformed into a unified knowledge graph through ontology-guided large language model (LLM) extraction, capturing domain concepts such as actions, states, components, and parameters. Second, a Relational Graph Convolutional Network (RGCN) with the process-aware scoring function learns embeddings that respect both semantic relationships and sequential process flows. Finally, link prediction is employed to infer and rank candidate fault causes consistent with the target line's process flow. A case study on automotive pressure sensor assembly lines demonstrates that the proposed method outperforms a state-of-the-art retrieval-augmented generation (RAG) baseline (F1@20 = 0.267) and an RGCN approach (0.400), achieving the best performance (0.523) in fault cause identification. Ablation studies confirm the contributions of both LLM-driven domain conceptualization and process-aware learning. These results indicate that the proposed framework significantly improves the transferability of FMEA knowledge across heterogeneous lines, thereby supporting operators in diagnosing failures more reliably and paving the way for future domain-adaptive LLM applications in smart manufacturing.","Sho Okazaki; Kohei Kaminishi; Takuma Fujiu; Yusheng Wang; Jun Ota","2025","arXiv","https://arxiv.org/abs/2510.15428","http://arxiv.org/pdf/2510.15428v1","arxiv:id","http://arxiv.org/abs/2510.15428v1","arXiv","OL","","http://arxiv.org/abs/2510.15428v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"AutoGraph-R1: End-to-End Reinforcement Learning for Knowledge Graph Construction","Building effective knowledge graphs (KGs) for Retrieval-Augmented Generation (RAG) is pivotal for advancing question answering (QA) systems. However, its effectiveness is hindered by a fundamental disconnect: the knowledge graph (KG) construction process is decoupled from its downstream application, yielding suboptimal graph structures. To bridge this gap, we introduce AutoGraph-R1, the first framework to directly optimize KG construction for task performance using Reinforcement Learning (RL). AutoGraph-R1 trains an LLM constructor by framing graph generation as a policy learning problem, where the reward is derived from the graph's functional utility in a RAG pipeline. We design two novel, task-aware reward functions, one for graphs as knowledge carriers and another as knowledge indices. Across multiple QA benchmarks, AutoGraph-R1 consistently enables graph RAG methods to achieve significant performance gains over using task-agnostic baseline graphs. Our work shows it is possible to close the loop between construction and application, shifting the paradigm from building intrinsically ``good'' graphs to building demonstrably ``useful'' ones.","Hong Ting Tsang; Jiaxin Bai; Haoyu Huang; Qiao Xiao; Tianshi Zheng; Baixuan Xu; Shujie Liu; Yangqiu Song","2025","arXiv","https://arxiv.org/abs/2510.15339","http://arxiv.org/pdf/2510.15339v2","arxiv:id","http://arxiv.org/abs/2510.15339v1","arXiv","OL","","http://arxiv.org/abs/2510.15339v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Exemplar-Guided Planing: Enhanced LLM Agent for KGQA","Large Language Models (LLMs) as interactive agents show significant promise in Knowledge Graph Question Answering (KGQA) but often struggle with the semantic gap between natural language queries and structured knowledge graph (KG) representations. This leads to suboptimal planning and inefficient exploration on KG, while training-free approaches often underutilize valuable reasoning patterns in training data. To address these limitations, we propose a novel framework, Exemplar-Guided Planning (EGP), which enhances the planning capabilities of LLM agents for KGQA. EGP first preprocesses the training set questions via entity templating to normalize semantic variations. It then retrieves highly similar exemplary questions and their successful reasoning paths from this preprocessed set using semantic embeddings and an efficient FAISS index. These retrieved exemplars dynamically guide the LLM's planning process in two key phases: (1) Task Decomposition, by aligning generated sub-objectives with proven reasoning steps, and (2) Relation Exploration, by providing high-quality auxiliary information to improve relation pruning accuracy. Additionally, we introduce a Smart Lookahead mechanism during relation exploration to improve efficiency by preemptively exploring promising paths and potentially terminating exploration earlier. We apply EGP to the Plan-on-Graph (PoG) framework, termed PoG-EGP. Extensive experiments on two real-world KGQA datasets, WebQSP and CWQ, demonstrate that PoG-EGP significantly improves over the baseline PoG system and other compared methods.","Jingao Xu; Shuoyoucheng Ma; Xin Song; Rong Jiang; Hongkui Tu; Bin Zhou","2025","arXiv","https://arxiv.org/abs/2510.15283","http://arxiv.org/pdf/2510.15283v1","arxiv:id","http://arxiv.org/abs/2510.15283v1","arXiv","OL","","http://arxiv.org/abs/2510.15283v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Experience-Driven Exploration for Efficient API-Free AI Agents","Most existing software lacks accessible Application Programming Interfaces (APIs), requiring agents to operate solely through pixel-based Graphical User Interfaces (GUIs). In this API-free setting, large language model (LLM)-based agents face severe efficiency bottlenecks: limited to local visual experiences, they make myopic decisions and rely on inefficient trial-and-error, hindering both skill acquisition and long-term planning. To address these challenges, we propose KG-Agent, an experience-driven learning framework that structures an agent's raw pixel-level interactions into a persistent State-Action Knowledge Graph (SA-KG). KG-Agent overcomes inefficient exploration by linking functionally similar but visually distinct GUI states, forming a rich neighborhood of experience that enables the agent to generalize from a diverse set of historical strategies. To support long-horizon reasoning, we design a hybrid intrinsic reward mechanism based on the graph topology, combining a state value reward for exploiting known high-value pathways with a novelty reward that encourages targeted exploration. This approach decouples strategic planning from pure discovery, allowing the agent to effectively value setup actions with delayed gratification. We evaluate KG-Agent in two complex, open-ended GUI-based decision-making environments (Civilization V and Slay the Spire), demonstrating significant improvements in exploration efficiency and strategic depth over the state-of-the-art methods.","Chenwei Tang; Jingyu Xing; Xinyu Liu; Zizhou Wang; Jiawei Du; Liangli Zhen; Jiancheng Lv","2025","arXiv","https://arxiv.org/abs/2510.15259","http://arxiv.org/pdf/2510.15259v1","arxiv:id","http://arxiv.org/abs/2510.15259v1","arXiv","OL","","http://arxiv.org/abs/2510.15259v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
"Multi-dimensional Data Analysis and Applications Basing on LLM Agents and Knowledge Graph Interactions","In the current era of big data, extracting deep insights from massive, heterogeneous, and complexly associated multi-dimensional data has become a significant challenge. Large Language Models (LLMs) perform well in natural language understanding and generation, but still suffer from ""hallucination"" issues when processing structured knowledge and are difficult to update in real-time. Although Knowledge Graphs (KGs) can explicitly store structured knowledge, their static nature limits dynamic interaction and analytical capabilities. Therefore, this paper proposes a multi-dimensional data analysis method based on the interactions between LLM agents and KGs, constructing a dynamic, collaborative analytical ecosystem. This method utilizes LLM agents to automatically extract product data from unstructured data, constructs and visualizes the KG in real-time, and supports users in deep exploration and analysis of graph nodes through an interactive platform. Experimental results show that this method has significant advantages in product ecosystem analysis, relationship mining, and user-driven exploratory analysis, providing new ideas and tools for multi-dimensional data analysis.","Xi Wang; Xianyao Ling; Kun Li; Gang Yin; Liang Zhang; Jiang Wu; Jun Xu; Fu Zhang; Wenbo Lei; Annie Wang; Peng Gong","2025","arXiv","https://arxiv.org/abs/2510.15258","http://arxiv.org/pdf/2510.15258v1","arxiv:id","http://arxiv.org/abs/2510.15258v1","arXiv","OL","","http://arxiv.org/abs/2510.15258v1","true","true","include","LLM+OL terms in t/abs","screening/arxiv/OL/20251021_arxiv_OL_llm_screen.csv"
